,SARSA,MCCONTROL,QLEARNING,DQLEARNING
92,0.984,-1.0,0.984,-2.000000000000001
93,0.998,0.998,0.998,0.998
94,0.999,0.999,0.999,0.999
95,0.991,-2.000000000000001,0.991,0.991
96,0.995,0.995,0.995,0.995
97,0.978,-1.001,0.98,-2.000000000000001
98,0.998,0.998,0.998,0.998
99,0.997,0.997,0.997,0.997
100,-2.000000000000001,-1.0070000000000001,-2.000000000000001,-2.000000000000001
101,0.99,0.99,0.99,0.986
102,0.978,-1.0,0.978,-2.000000000000001
103,0.9890000000000001,0.991,0.993,0.993
104,1.0,1.0,1.0,1.0
105,0.976,-1.001,0.988,-2.000000000000001
106,0.9940000000000001,0.996,0.996,0.996
107,0.9940000000000001,0.992,0.9940000000000001,0.9940000000000001
108,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
109,0.992,0.992,0.9940000000000001,0.9940000000000001
110,0.9840000000000001,-2.000000000000001,0.986,-2.000000000000001
111,0.993,-1.0,0.993,0.993
112,0.985,0.98,0.985,-2.000000000000001
113,0.9940000000000001,-2.000000000000001,0.9940000000000001,0.9940000000000001
114,1.0,1.0,1.0,1.0
115,1.0,1.0,1.0,1.0
116,0.995,0.995,0.995,0.995
117,0.9940000000000001,0.992,0.9940000000000001,0.99
118,0.997,0.997,0.997,0.997
119,0.987,-2.000000000000001,0.987,0.987
120,0.993,0.991,0.993,0.9890000000000001
121,0.9990000000000001,0.9990000000000001,0.9990000000000001,0.9990000000000001
122,0.988,-1.0,0.99,-2.000000000000001
123,-2.000000000000001,-1.01,-2.000000000000001,-2.000000000000001
124,0.9890000000000001,0.981,0.9890000000000001,0.985
125,0.987,-1.0,0.987,-2.000000000000001
126,-1.0,-1.0,-2.000000000000001,-2.000000000000001
127,-1.0,-1.0,-2.000000000000001,-2.000000000000001
128,-2.000000000000001,-1.001,-2.000000000000001,-2.000000000000001
129,1.0,1.0,1.0,1.0
130,0.996,0.995,0.996,0.996
131,0.998,0.998,0.998,0.998
132,0.998,0.998,0.998,0.998
133,0.991,0.997,0.997,0.997
134,0.988,-1.0,0.988,-2.000000000000001
135,0.978,-1.002,0.978,-2.000000000000001
136,0.9990000000000001,0.9990000000000001,0.9990000000000001,0.9990000000000001
137,0.993,-1.0,0.993,0.991
138,-2.000000000000001,-1.006,-2.000000000000001,-2.000000000000001
139,0.991,0.985,0.991,0.991
140,0.987,-2.000000000000001,0.987,0.987
141,0.9990000000000001,0.9990000000000001,0.9990000000000001,0.9990000000000001
142,0.995,0.995,0.995,0.995
143,0.98,0.988,0.99,0.99
144,0.986,-1.0,0.988,-2.000000000000001
145,0.983,-2.000000000000001,0.983,-2.000000000000001
146,0.995,0.9940000000000001,0.995,0.995
147,0.996,0.996,0.996,0.9940000000000001
148,0.9990000000000001,0.9990000000000001,0.9990000000000001,0.9990000000000001
149,0.9840000000000001,0.982,0.9840000000000001,-2.000000000000001
150,0.997,0.997,0.997,0.997
151,0.997,0.995,0.997,0.995
152,1.0,1.0,1.0,1.0
153,1.0,1.0,1.0,1.0
154,0.99,0.99,0.99,0.99
155,0.978,-1.0,-2.000000000000001,-2.000000000000001
156,0.99,0.99,0.99,0.99
157,0.9990000000000001,0.9990000000000001,0.9990000000000001,0.9990000000000001
158,0.983,0.9790000000000001,0.985,-2.000000000000001
159,0.9990000000000001,0.9990000000000001,0.9990000000000001,0.9990000000000001
160,0.9990000000000001,0.997,0.9990000000000001,0.9990000000000001
161,0.99,-2.000000000000001,0.99,0.99
162,0.998,0.998,0.998,0.998
163,0.995,0.993,0.995,0.993
164,0.9890000000000001,0.983,0.991,0.991
165,0.978,-1.0,0.982,-2.000000000000001
166,0.993,0.9890000000000001,0.993,0.99
167,0.9890000000000001,-2.000000000000001,0.9890000000000001,0.987
168,0.9890000000000001,0.991,0.991,0.9890000000000001
169,0.996,0.996,0.996,0.996
170,0.981,-1.002,0.983,-2.000000000000001
171,0.997,0.995,0.997,0.997
172,0.9940000000000001,0.9940000000000001,0.9940000000000001,0.9940000000000001
173,0.9840000000000001,0.976,0.9840000000000001,-2.000000000000001
174,0.988,0.988,0.988,-2.000000000000001
175,0.988,-2.000000000000001,0.988,-2.000000000000001
176,0.9890000000000001,0.9890000000000001,0.9890000000000001,0.9890000000000001
177,0.992,0.99,0.992,0.992
178,0.99,0.992,0.995,0.99
179,0.9890000000000001,0.9890000000000001,0.9890000000000001,-2.000000000000001
180,0.998,0.998,0.998,0.998
181,0.985,0.995,0.995,0.995
182,0.983,-2.000000000000001,0.983,-2.000000000000001
183,0.987,0.987,0.987,0.987
184,0.9990000000000001,0.9990000000000001,0.9990000000000001,0.9990000000000001
185,-2.000000000000001,-1.002,-2.000000000000001,-2.000000000000001
186,0.983,-2.000000000000001,0.983,-2.000000000000001
187,0.992,-2.000000000000001,0.992,0.992
188,0.9890000000000001,0.987,0.9890000000000001,0.9890000000000001
189,0.9940000000000001,0.9940000000000001,0.9940000000000001,0.9940000000000001
190,0.987,-2.000000000000001,0.9890000000000001,0.9890000000000001
191,0.9890000000000001,0.987,0.9890000000000001,-2.000000000000001
192,0.9890000000000001,-1.001,0.9890000000000001,-2.000000000000001
193,-2.000000000000001,-2.000000000000001,0.983,-2.000000000000001
194,1.0,1.0,1.0,1.0
195,1.0,1.0,1.0,1.0
196,0.992,0.99,0.9940000000000001,0.9940000000000001
197,0.9940000000000001,0.9940000000000001,0.9940000000000001,0.992
198,0.982,-1.0,0.988,-2.000000000000001
199,0.995,0.995,0.995,0.995
200,0.9890000000000001,0.987,0.991,0.991
201,0.996,0.996,0.996,0.996
202,0.99,-2.000000000000001,0.99,-2.000000000000001
203,0.9790000000000001,-2.000000000000001,0.9790000000000001,-2.000000000000001
204,0.991,0.9890000000000001,0.991,0.991
205,0.997,0.997,0.997,0.997
206,0.98,0.968,0.98,-2.000000000000001
207,0.987,0.991,0.991,0.991
208,0.985,0.983,0.985,-2.000000000000001
209,0.978,-2.000000000000001,0.98,-2.000000000000001
