,SARSA,MCCONTROL,QLEARNING,DQLEARNING
69,0.995000,0.995000,0.997000,0.997000
70,-2.000000,0.989000,-2.000000,-2.000000
71,-2.000000,-1.003000,-2.000000,-2.000000
72,0.993000,-1.002000,0.993000,-2.000000
73,0.998000,0.998000,0.998000,0.998000
74,-2.000000,-1.003000,-2.000000,-2.000000
75,-2.000000,-1.001000,-2.000000,-2.000000
76,0.992000,-2.000000,0.992000,-2.000000
77,0.992000,-2.000000,0.992000,-2.000000
78,0.993000,0.985000,0.993000,0.993000
79,0.998000,0.998000,0.998000,0.998000
80,-2.000000,-2.000000,-2.000000,-2.000000
81,0.993000,0.990000,0.993000,-2.000000
82,0.996000,0.996000,0.996000,0.994000
83,0.991000,0.987000,0.991000,-2.000000
84,-2.000000,-2.000000,0.992000,-2.000000
85,0.998000,0.998000,0.998000,0.998000
86,-2.000000,-2.000000,-2.000000,-2.000000
87,0.989000,0.987000,-2.000000,-2.000000
88,-2.000000,-1.001000,-2.000000,-2.000000
89,0.999000,0.999000,0.999000,0.999000
90,-2.000000,0.986000,-2.000000,-2.000000
91,0.999000,0.998000,0.999000,0.999000
92,-2.000000,-1.000000,-2.000000,-2.000000
93,0.998000,0.998000,0.998000,0.998000
94,0.999000,0.999000,0.999000,0.999000
95,0.991000,-2.000000,0.991000,-2.000000
96,0.995000,0.995000,0.995000,-2.000000
97,-2.000000,-1.001000,-2.000000,-2.000000
98,0.998000,0.998000,0.998000,0.998000
99,0.997000,0.997000,0.997000,0.997000
100,-2.000000,-1.007000,-2.000000,-2.000000
101,0.990000,0.990000,0.990000,-2.000000
102,-2.000000,-1.000000,-2.000000,-2.000000
103,-2.000000,0.991000,0.993000,-2.000000
104,1.000000,1.000000,1.000000,1.000000
105,-2.000000,-1.001000,-2.000000,-2.000000
106,0.994000,0.996000,0.996000,0.996000
107,0.994000,0.992000,0.994000,0.994000
108,-2.000000,-2.000000,-2.000000,-2.000000
109,0.992000,0.992000,0.994000,0.990000
110,-2.000000,-2.000000,-2.000000,-2.000000
111,0.993000,-1.000000,0.993000,-2.000000
112,-2.000000,-2.000000,-2.000000,-2.000000
113,0.994000,-2.000000,0.994000,-2.000000
114,1.000000,1.000000,1.000000,1.000000
115,1.000000,1.000000,1.000000,1.000000
116,0.995000,0.995000,0.995000,0.995000
117,0.994000,0.992000,0.994000,-2.000000
118,0.997000,0.997000,0.997000,0.997000
119,-2.000000,-2.000000,-2.000000,-2.000000
120,0.993000,0.991000,0.993000,-2.000000
121,0.999000,0.999000,0.999000,0.999000
122,0.988000,-1.000000,0.980000,-2.000000
123,-2.000000,-1.010000,-2.000000,-2.000000
124,-2.000000,0.981000,-2.000000,-2.000000
125,-2.000000,-1.000000,-2.000000,-2.000000
126,-2.000000,-1.000000,-2.000000,-2.000000
127,-2.000000,-1.000000,-2.000000,-2.000000
128,-2.000000,-1.001000,-2.000000,-2.000000
129,1.000000,1.000000,1.000000,1.000000
130,0.996000,-2.000000,0.996000,0.996000
131,0.998000,0.998000,0.998000,0.998000
132,0.998000,0.998000,0.998000,0.998000
133,0.991000,0.997000,0.997000,0.997000
134,0.988000,-1.000000,-2.000000,-2.000000
135,-2.000000,-1.002000,-2.000000,-2.000000
136,0.999000,0.999000,0.999000,0.999000
137,0.993000,-1.000000,0.993000,-2.000000
138,-2.000000,-1.006000,-2.000000,-2.000000
139,-2.000000,-2.000000,0.991000,-2.000000
140,-2.000000,-2.000000,-2.000000,-2.000000
141,0.999000,0.999000,0.999000,0.999000
142,0.995000,0.995000,0.995000,0.995000
143,-2.000000,0.988000,-2.000000,-2.000000
144,-2.000000,-1.000000,-2.000000,-2.000000
145,-2.000000,-2.000000,-2.000000,-2.000000
146,0.995000,-2.000000,0.995000,0.995000
147,0.996000,0.996000,0.996000,0.994000
148,0.999000,0.999000,0.999000,0.999000
149,-2.000000,0.982000,-2.000000,-2.000000
150,0.997000,0.997000,0.997000,0.997000
151,0.997000,0.995000,0.997000,0.995000
152,1.000000,1.000000,1.000000,1.000000
153,1.000000,1.000000,1.000000,1.000000
154,0.990000,0.990000,-2.000000,-2.000000
155,-2.000000,-1.000000,-2.000000,-2.000000
156,0.990000,0.990000,-2.000000,-2.000000
157,0.999000,0.999000,0.999000,0.999000
158,-2.000000,-2.000000,-2.000000,-2.000000
159,0.999000,0.999000,0.999000,0.999000
160,0.999000,-2.000000,0.999000,0.999000
161,0.990000,-2.000000,0.990000,-2.000000
162,0.998000,0.998000,0.998000,0.998000
163,0.995000,0.993000,0.995000,0.993000
164,0.989000,-2.000000,0.991000,-2.000000
165,-2.000000,-1.000000,-2.000000,-2.000000
166,0.993000,0.989000,0.993000,-2.000000
167,-2.000000,-2.000000,0.989000,-2.000000
168,0.989000,0.991000,0.991000,-2.000000
169,0.996000,0.996000,0.996000,0.996000
170,-2.000000,-1.002000,-2.000000,-2.000000
171,0.997000,0.995000,0.997000,0.997000
172,0.994000,0.994000,0.994000,0.994000
173,-2.000000,-2.000000,-2.000000,-2.000000
174,-2.000000,-2.000000,-2.000000,-2.000000
175,-2.000000,-2.000000,-2.000000,-2.000000
176,0.989000,0.989000,-2.000000,-2.000000
177,0.992000,0.990000,0.992000,-2.000000
178,0.987000,0.992000,0.995000,-2.000000
179,-2.000000,0.989000,-2.000000,-2.000000
180,0.998000,0.998000,0.998000,0.998000
181,-2.000000,0.995000,0.995000,-2.000000
182,-2.000000,-2.000000,-2.000000,-2.000000
183,0.987000,0.987000,-2.000000,-2.000000
184,0.999000,0.999000,0.999000,0.999000
185,-2.000000,-1.002000,-2.000000,-2.000000
186,-2.000000,-2.000000,-2.000000,-2.000000
187,0.992000,-2.000000,0.992000,-2.000000
188,0.989000,0.987000,-2.000000,-2.000000
189,0.994000,-2.000000,0.994000,0.994000
190,-2.000000,-2.000000,-2.000000,-2.000000
191,-2.000000,0.987000,-2.000000,-2.000000
192,0.989000,-1.001000,-2.000000,-2.000000
193,-2.000000,-2.000000,-2.000000,-2.000000
194,1.000000,1.000000,1.000000,1.000000
195,1.000000,1.000000,1.000000,1.000000
196,0.992000,0.990000,0.994000,-2.000000
197,0.994000,0.994000,0.994000,0.992000
198,-2.000000,-1.000000,-2.000000,-2.000000
199,0.995000,0.995000,0.995000,-2.000000
200,0.989000,0.987000,0.991000,-2.000000
201,0.996000,0.996000,0.996000,0.996000
202,-2.000000,-2.000000,-2.000000,-2.000000
203,-2.000000,-2.000000,-2.000000,-2.000000
204,0.991000,0.989000,0.991000,0.991000
205,0.997000,0.997000,0.997000,0.997000
206,-2.000000,-2.000000,-2.000000,-2.000000
207,-2.000000,0.991000,-2.000000,-2.000000
208,-2.000000,-2.000000,-2.000000,-2.000000
209,-2.000000,-2.000000,-2.000000,-2.000000
210,0.995000,-2.000000,0.995000,0.995000
211,0.999000,0.999000,0.999000,0.999000
212,-2.000000,-2.000000,0.993000,0.993000
213,0.989000,-1.000000,-2.000000,-2.000000
214,-2.000000,-2.000000,-2.000000,-2.000000
215,-2.000000,-1.003000,-2.000000,-2.000000
216,0.992000,0.994000,0.994000,0.994000
217,0.997000,0.997000,0.997000,0.997000
218,-2.000000,-2.000000,-2.000000,-2.000000
219,-2.000000,0.993000,0.995000,-2.000000
220,0.999000,0.999000,0.999000,0.999000
221,0.998000,0.998000,0.998000,0.998000
222,0.996000,0.996000,0.996000,0.994000
223,0.995000,0.995000,0.995000,0.995000
224,0.991000,0.991000,0.991000,-2.000000
225,0.989000,0.987000,-2.000000,-2.000000
226,-2.000000,-1.000000,-2.000000,-2.000000
227,0.993000,0.993000,0.993000,-2.000000
228,-2.000000,-1.001000,-2.000000,-2.000000
229,-2.000000,-2.000000,-2.000000,-2.000000
230,-2.000000,-1.002000,-2.000000,-2.000000
231,0.998000,0.998000,0.998000,0.998000
232,0.990000,-2.000000,0.990000,-2.000000
233,0.998000,0.998000,0.998000,0.998000
234,1.000000,1.000000,1.000000,1.000000
235,0.997000,0.997000,0.997000,0.997000
236,0.994000,0.994000,0.994000,-2.000000
237,0.994000,0.990000,0.994000,0.994000
238,-2.000000,-1.001000,-2.000000,-2.000000
239,0.993000,0.993000,0.995000,0.991000
240,-2.000000,-2.000000,-2.000000,-2.000000
241,0.995000,0.995000,0.995000,0.995000
242,0.995000,0.995000,0.995000,0.995000
243,0.993000,0.993000,0.995000,0.995000
244,-2.000000,-2.000000,-2.000000,-2.000000
245,0.999000,0.999000,0.999000,0.999000
246,0.989000,0.987000,-2.000000,-2.000000
247,-2.000000,-1.000000,0.993000,-2.000000
248,0.996000,0.996000,0.996000,-2.000000
249,0.996000,0.996000,0.996000,0.994000
250,0.994000,0.994000,0.996000,0.996000
251,0.992000,0.992000,0.992000,-2.000000
252,0.997000,0.997000,0.997000,0.997000
253,0.994000,0.994000,0.996000,0.996000
254,-2.000000,0.991000,-2.000000,0.991000
255,-2.000000,0.978000,-2.000000,-2.000000
256,0.994000,-2.000000,0.994000,0.992000
257,0.999000,0.999000,0.999000,0.999000
258,-2.000000,0.981000,-2.000000,-2.000000
259,0.994000,0.992000,0.994000,0.994000
260,0.991000,0.993000,0.993000,0.993000
261,-2.000000,-2.000000,0.989000,-2.000000
262,0.989000,0.989000,-2.000000,-2.000000
263,0.997000,0.997000,0.997000,0.997000
264,-2.000000,0.985000,-2.000000,-2.000000
265,0.996000,0.996000,0.996000,0.996000
266,-2.000000,-1.003000,-2.000000,-2.000000
267,0.999000,0.999000,0.999000,0.999000
268,-2.000000,0.975000,-2.000000,-2.000000
269,0.993000,0.993000,0.993000,-2.000000
270,-2.000000,-1.003000,-2.000000,-2.000000
271,0.999000,0.999000,0.999000,0.999000
272,-2.000000,-1.006000,-2.000000,-2.000000
273,1.000000,1.000000,1.000000,1.000000
274,0.996000,-2.000000,0.996000,0.996000
275,0.993000,0.993000,0.993000,0.993000
276,0.997000,0.997000,0.997000,0.997000
277,-2.000000,-1.002000,-2.000000,-2.000000
278,-2.000000,-1.002000,-2.000000,-2.000000
279,0.994000,-2.000000,0.994000,-2.000000
280,0.989000,0.992000,0.992000,-2.000000
281,0.995000,0.995000,0.995000,0.995000
282,-2.000000,-1.003000,-2.000000,-2.000000
283,0.988000,0.986000,-2.000000,-2.000000
284,-2.000000,-1.000000,-2.000000,-2.000000
285,0.990000,-2.000000,0.996000,0.996000
286,0.994000,0.994000,0.994000,0.994000
287,0.997000,0.995000,0.997000,0.997000
288,0.997000,0.997000,0.997000,0.997000
289,-2.000000,-1.001000,-2.000000,-2.000000
290,0.995000,0.995000,0.997000,0.997000
291,-2.000000,-2.000000,0.990000,-2.000000
292,-2.000000,0.985000,-2.000000,-2.000000
293,0.997000,0.997000,0.997000,-2.000000
294,0.999000,0.999000,0.999000,0.999000
295,0.991000,-2.000000,0.991000,-2.000000
296,0.993000,0.993000,0.993000,-2.000000
297,0.996000,-2.000000,0.996000,0.996000
298,0.995000,0.995000,0.995000,-2.000000
299,0.990000,0.992000,0.994000,-2.000000
300,-2.000000,-2.000000,0.989000,-2.000000
301,0.997000,-2.000000,0.997000,0.997000
302,0.998000,0.998000,0.998000,0.998000
303,0.995000,0.995000,0.995000,0.993000
304,0.995000,0.993000,0.995000,0.995000
305,0.992000,0.990000,0.992000,-2.000000
306,1.000000,1.000000,1.000000,1.000000
307,0.998000,0.994000,0.998000,0.998000
308,-2.000000,-1.002000,-2.000000,-2.000000
309,0.996000,0.996000,0.996000,0.996000
310,0.992000,-1.000000,0.994000,-2.000000
311,0.994000,0.994000,0.994000,-2.000000
312,0.992000,0.986000,0.994000,-2.000000
313,-2.000000,-2.000000,-2.000000,-2.000000
314,-2.000000,-1.001000,-2.000000,-2.000000
315,0.993000,-2.000000,0.993000,-2.000000
316,-2.000000,-2.000000,-2.000000,-2.000000
317,1.000000,1.000000,1.000000,1.000000
318,0.993000,0.989000,0.993000,-2.000000
319,0.999000,0.999000,0.999000,0.999000
320,-2.000000,-1.002000,-2.000000,-2.000000
321,0.992000,-1.000000,0.992000,-2.000000
322,0.997000,0.997000,0.997000,0.997000
323,0.999000,0.999000,0.999000,0.999000
324,0.987000,-2.000000,0.993000,-2.000000
325,-2.000000,-1.003000,-2.000000,-2.000000
326,0.991000,-2.000000,0.993000,0.989000
327,0.996000,0.996000,0.996000,0.996000
328,0.991000,-2.000000,0.995000,-2.000000
329,0.998000,0.998000,0.998000,0.998000
330,-2.000000,-1.001000,-2.000000,-2.000000
331,1.000000,1.000000,1.000000,1.000000
332,-2.000000,-2.000000,-2.000000,-2.000000
333,0.997000,0.997000,0.997000,-2.000000
334,-2.000000,-1.001000,-2.000000,-2.000000
335,1.000000,1.000000,1.000000,1.000000
336,0.995000,0.988000,0.995000,0.995000
337,-2.000000,0.982000,-2.000000,-2.000000
338,0.998000,0.998000,0.998000,0.998000
339,-2.000000,-1.004000,-2.000000,-2.000000
340,0.998000,0.998000,0.998000,0.998000
341,0.995000,0.995000,0.995000,0.995000
342,0.991000,0.991000,0.993000,-2.000000
343,0.994000,0.994000,0.994000,-2.000000
344,-2.000000,-2.000000,0.990000,0.990000
345,-2.000000,-1.001000,-2.000000,-2.000000
346,0.999000,0.999000,0.999000,0.999000
347,0.987000,0.987000,0.989000,-2.000000
348,-2.000000,-1.001000,-2.000000,-2.000000
349,-2.000000,-2.000000,-2.000000,-2.000000
350,-2.000000,-1.000000,-2.000000,-2.000000
351,-2.000000,-1.003000,-2.000000,-2.000000
352,0.996000,0.996000,0.996000,0.994000
353,-2.000000,0.996000,0.996000,0.994000
354,0.989000,-1.001000,0.991000,-2.000000
355,-2.000000,-2.000000,0.988000,-2.000000
356,0.993000,0.993000,0.993000,-2.000000
357,-2.000000,-1.001000,-2.000000,-2.000000
358,-2.000000,-1.003000,0.991000,-2.000000
359,-2.000000,0.974000,-2.000000,-2.000000
360,0.992000,-2.000000,0.992000,0.992000
361,0.998000,0.998000,0.998000,0.998000
362,1.000000,1.000000,1.000000,1.000000
363,0.998000,0.998000,0.998000,0.998000
364,0.995000,-2.000000,0.995000,0.993000
365,0.998000,0.996000,0.998000,0.998000
366,-2.000000,-2.000000,-2.000000,-2.000000
367,0.995000,0.995000,0.995000,-2.000000
368,-2.000000,-2.000000,0.990000,-2.000000
369,0.990000,-2.000000,0.992000,-2.000000
370,0.994000,0.994000,0.994000,-2.000000
371,-2.000000,-1.004000,-2.000000,-2.000000
372,-2.000000,-2.000000,-2.000000,-2.000000
373,-2.000000,0.984000,-2.000000,-2.000000
374,0.998000,0.998000,0.998000,0.998000
375,0.996000,0.996000,0.996000,0.996000
376,0.988000,-1.001000,-2.000000,-2.000000
377,0.998000,0.998000,0.998000,0.998000
378,0.996000,0.996000,0.996000,0.995000
379,0.990000,0.994000,0.994000,-2.000000
380,-2.000000,-2.000000,-2.000000,-2.000000
381,0.994000,0.994000,0.994000,0.994000
382,0.998000,0.998000,0.998000,0.998000
383,-2.000000,-1.001000,0.993000,-2.000000
384,-2.000000,-2.000000,-2.000000,-2.000000
385,-2.000000,0.987000,0.993000,-2.000000
386,-2.000000,-2.000000,-2.000000,-2.000000
387,-2.000000,-1.007000,-2.000000,-2.000000
388,0.995000,0.995000,0.995000,-2.000000
389,0.991000,-2.000000,0.996000,-2.000000
390,0.989000,0.989000,-2.000000,-2.000000
391,0.982000,-2.000000,-2.000000,-2.000000
392,0.990000,-2.000000,0.990000,0.990000
393,0.995000,0.995000,0.995000,0.995000
394,0.997000,0.997000,0.997000,0.997000
395,0.996000,0.996000,0.996000,0.996000
396,0.990000,-2.000000,0.990000,0.990000
397,-2.000000,-1.000000,-2.000000,-2.000000
398,-2.000000,-1.001000,-2.000000,-2.000000
399,0.989000,0.985000,-2.000000,-2.000000
400,-2.000000,0.983000,-2.000000,-2.000000
401,0.997000,0.997000,0.997000,0.995000
402,-2.000000,-1.000000,-2.000000,-2.000000
403,0.999000,0.999000,0.999000,0.999000
404,-2.000000,0.986000,-2.000000,-2.000000
405,-2.000000,-1.002000,-2.000000,-2.000000
406,0.993000,0.993000,0.993000,0.993000
407,-2.000000,-2.000000,-2.000000,-2.000000
408,0.991000,-2.000000,0.991000,-2.000000
409,0.999000,0.998000,0.999000,0.999000
410,-2.000000,-2.000000,0.989000,-2.000000
411,-2.000000,-1.002000,-2.000000,-2.000000
412,0.995000,0.995000,0.995000,0.995000
413,-2.000000,-1.000000,-2.000000,-2.000000
414,0.991000,0.993000,0.993000,-2.000000
415,-2.000000,-1.000000,-2.000000,-2.000000
416,-2.000000,-2.000000,-2.000000,-2.000000
417,0.995000,0.995000,0.995000,0.995000
418,-2.000000,0.985000,0.993000,-2.000000
419,0.994000,-2.000000,0.995000,0.994000
420,-2.000000,-2.000000,-2.000000,-2.000000
421,-2.000000,-2.000000,-2.000000,-2.000000
422,0.998000,0.998000,0.998000,0.998000
423,0.992000,-2.000000,0.992000,-2.000000
424,0.998000,0.998000,0.998000,0.998000
425,0.997000,0.997000,0.997000,0.997000
426,-2.000000,-2.000000,-2.000000,-2.000000
427,0.998000,0.998000,0.998000,0.998000
428,0.999000,0.999000,0.999000,0.999000
429,-2.000000,-1.000000,-2.000000,-2.000000
430,0.996000,0.996000,0.996000,0.996000
431,0.994000,-2.000000,0.994000,0.994000
432,-2.000000,-1.003000,-2.000000,-2.000000
433,0.995000,0.993000,0.997000,0.997000
434,-2.000000,-2.000000,-2.000000,-2.000000
435,0.988000,-2.000000,-2.000000,-2.000000
436,0.998000,0.998000,0.998000,0.998000
437,0.999000,0.999000,0.999000,0.999000
438,1.000000,1.000000,1.000000,1.000000
439,0.993000,-2.000000,0.993000,0.993000
440,0.993000,0.991000,0.993000,-2.000000
441,0.991000,0.991000,0.991000,-2.000000
442,-2.000000,-2.000000,0.984000,-2.000000
443,0.992000,0.992000,0.992000,-2.000000
444,-2.000000,-2.000000,0.992000,-2.000000
445,0.998000,0.998000,0.998000,0.998000
446,0.989000,0.989000,0.989000,-2.000000
447,-2.000000,-1.002000,-2.000000,-2.000000
448,-2.000000,0.989000,-2.000000,-2.000000
449,0.994000,0.994000,0.994000,-2.000000
450,-2.000000,-1.004000,-2.000000,-2.000000
451,0.999000,0.999000,0.999000,0.999000
452,0.990000,-2.000000,0.994000,-2.000000
453,0.992000,0.991000,0.992000,-2.000000
454,0.999000,-2.000000,0.999000,0.999000
455,-2.000000,-2.000000,-2.000000,-2.000000
456,0.999000,0.999000,0.999000,0.999000
457,-2.000000,-2.000000,0.992000,-2.000000
458,0.991000,-2.000000,0.991000,-2.000000
459,0.995000,0.995000,0.995000,0.995000
460,0.993000,0.993000,0.993000,-2.000000
461,0.992000,0.992000,0.994000,-2.000000
462,0.994000,0.994000,0.994000,0.994000
463,1.000000,1.000000,1.000000,1.000000
464,0.990000,0.992000,-2.000000,-2.000000
465,0.993000,0.991000,0.993000,-2.000000
466,0.993000,0.993000,0.993000,-2.000000
467,-2.000000,-2.000000,-2.000000,-2.000000
468,-2.000000,-1.001000,0.993000,-2.000000
469,0.994000,0.994000,0.994000,-2.000000
470,0.997000,0.996000,0.997000,0.996000
471,-2.000000,-2.000000,-2.000000,-2.000000
472,-2.000000,0.986000,-2.000000,-2.000000
473,0.994000,0.994000,0.994000,0.994000
474,0.991000,0.989000,0.991000,-2.000000
475,-2.000000,-2.000000,-2.000000,-2.000000
476,0.997000,0.997000,0.997000,0.997000
477,0.983000,-1.003000,-2.000000,-2.000000
478,1.000000,1.000000,1.000000,1.000000
479,-2.000000,-2.000000,-2.000000,-2.000000
480,-2.000000,-2.000000,-2.000000,-2.000000
481,0.993000,0.993000,0.995000,-2.000000
482,0.990000,-2.000000,-2.000000,-2.000000
483,1.000000,1.000000,1.000000,1.000000
484,0.998000,0.998000,0.998000,0.998000
485,0.995000,0.995000,0.995000,-2.000000
486,0.998000,0.996000,0.998000,0.998000
487,-2.000000,-2.000000,0.991000,-2.000000
488,0.999000,0.999000,0.999000,0.999000
489,1.000000,1.000000,1.000000,1.000000
490,0.992000,0.990000,0.992000,-2.000000
491,-2.000000,-1.005000,-2.000000,-2.000000
492,0.995000,0.995000,0.995000,0.995000
493,0.993000,0.991000,0.993000,-2.000000
494,-2.000000,-2.000000,-2.000000,-2.000000
495,0.993000,-1.000000,0.993000,-2.000000
496,0.996000,0.996000,0.996000,-2.000000
497,0.991000,-2.000000,0.991000,-2.000000
498,0.992000,-2.000000,0.993000,0.993000
499,1.000000,1.000000,1.000000,1.000000
500,0.999000,0.999000,0.999000,0.999000
501,0.993000,-2.000000,0.993000,0.991000
502,0.993000,0.995000,0.997000,0.997000
503,0.993000,0.995000,0.995000,0.995000
504,0.994000,0.994000,0.996000,0.996000
505,1.000000,1.000000,1.000000,1.000000
506,-2.000000,-1.003000,-2.000000,-2.000000
507,-2.000000,-2.000000,-2.000000,-2.000000
508,-2.000000,-1.001000,-2.000000,-2.000000
509,0.999000,0.999000,0.999000,0.999000
510,0.989000,0.989000,0.991000,-2.000000
511,1.000000,1.000000,1.000000,1.000000
512,0.997000,0.997000,0.997000,0.997000
513,0.996000,0.996000,0.996000,0.996000
514,-2.000000,-1.001000,-2.000000,-2.000000
515,-2.000000,-2.000000,-2.000000,-2.000000
516,0.996000,0.996000,0.996000,-2.000000
517,0.996000,0.996000,0.996000,0.996000
518,-2.000000,-1.000000,-2.000000,-2.000000
519,0.995000,0.995000,0.995000,0.995000
520,0.997000,0.997000,0.997000,0.997000
521,0.997000,0.997000,0.997000,0.997000
522,0.991000,0.993000,0.993000,0.993000
523,1.000000,1.000000,1.000000,1.000000
524,0.991000,0.989000,0.991000,-2.000000
525,-2.000000,-2.000000,-2.000000,-2.000000
526,-2.000000,-1.002000,-2.000000,-2.000000
527,0.995000,0.991000,0.995000,0.995000
528,0.994000,-2.000000,0.994000,-2.000000
529,0.993000,0.991000,0.993000,-2.000000
530,-2.000000,-2.000000,-2.000000,-2.000000
531,0.995000,0.993000,0.995000,0.993000
532,0.995000,-2.000000,0.995000,0.995000
533,0.998000,0.998000,0.998000,0.998000
534,0.994000,0.994000,0.994000,-2.000000
535,0.995000,0.995000,0.995000,-2.000000
536,0.997000,0.995000,0.997000,0.997000
537,-2.000000,-1.001000,0.992000,-2.000000
538,-2.000000,0.990000,-2.000000,-2.000000
539,0.994000,0.994000,0.994000,-2.000000
540,0.991000,-1.002000,-2.000000,-2.000000
541,0.999000,0.999000,0.999000,0.999000
542,0.997000,0.997000,0.997000,0.997000
543,0.987000,-2.000000,-2.000000,-2.000000
544,0.994000,0.994000,0.995000,-2.000000
545,0.991000,0.993000,0.993000,-2.000000
546,-2.000000,-2.000000,-2.000000,-2.000000
547,0.994000,0.992000,0.994000,-2.000000
548,1.000000,1.000000,1.000000,1.000000
549,0.998000,0.998000,0.998000,0.998000
550,-2.000000,0.997000,0.997000,0.997000
551,-2.000000,-1.000000,-2.000000,-2.000000
552,-2.000000,-1.001000,-2.000000,-2.000000
553,0.989000,-1.001000,0.991000,-2.000000
554,-2.000000,-2.000000,-2.000000,-2.000000
555,0.998000,0.998000,0.998000,0.998000
556,-2.000000,-2.000000,-2.000000,-2.000000
557,-2.000000,0.984000,-2.000000,-2.000000
558,0.991000,-2.000000,0.991000,-2.000000
559,-2.000000,-1.000000,-2.000000,-2.000000
560,0.993000,-2.000000,0.993000,0.993000
561,-2.000000,-1.003000,-2.000000,-2.000000
562,0.997000,0.997000,0.997000,0.997000
563,-2.000000,-1.000000,-2.000000,-2.000000
564,0.998000,0.998000,0.998000,0.998000
565,0.995000,-2.000000,0.995000,0.995000
566,0.990000,-2.000000,0.992000,-2.000000
567,0.992000,0.994000,0.994000,-2.000000
568,-2.000000,-1.004000,-2.000000,-2.000000
569,-2.000000,-2.000000,-2.000000,-2.000000
570,0.995000,0.995000,0.995000,0.995000
571,0.992000,-2.000000,0.992000,0.992000
572,-2.000000,-2.000000,-2.000000,-2.000000
573,-2.000000,-1.001000,-2.000000,-2.000000
574,0.982000,-1.003000,-2.000000,-2.000000
575,0.996000,0.994000,0.996000,0.996000
576,-2.000000,-2.000000,-2.000000,-2.000000
577,0.992000,-2.000000,0.992000,-2.000000
578,0.999000,0.999000,0.999000,0.999000
579,0.994000,0.994000,0.994000,0.994000
580,0.994000,0.988000,0.994000,-2.000000
581,0.996000,-2.000000,0.996000,0.996000
582,0.995000,0.995000,0.995000,0.993000
583,0.992000,-2.000000,0.992000,-2.000000
584,0.994000,0.994000,0.994000,0.994000
585,0.992000,0.995000,0.996000,0.996000
586,0.998000,0.998000,0.998000,0.998000
587,-2.000000,-1.001000,-2.000000,-2.000000
