,HEIGHT,WIDTH,NUM_TRAPS,NUM_GOALS,PATH_NOISE_PROB,BLIND_SWITCH_PROB,SARSA,MCCONTROL,QLEARNING,DQLEARNING
1571,19,29,9,2,0.185968,0.048925,-2.000000,-2.000000,-2.000000,-2.000000
1572,21,14,9,1,0.447644,0.014182,-2.000000,-2.000000,0.993000,-2.000000
1573,15,28,13,3,0.062303,0.059499,-2.000000,0.991000,0.993000,-2.000000
1574,28,29,16,3,0.219826,0.201324,-2.000000,-2.000000,-2.000000,-2.000000
1575,31,15,26,1,0.274912,0.000213,0.997000,0.997000,0.997000,0.997000
1576,15,20,20,2,0.216986,0.164551,0.999000,0.999000,0.999000,0.999000
1577,21,14,28,5,0.294650,0.162174,0.994000,0.992000,0.994000,-2.000000
1578,11,10,20,1,0.283700,0.042986,0.995000,0.997000,0.997000,0.997000
1579,15,14,19,3,0.312362,0.249470,0.997000,0.997000,0.997000,-2.000000
1580,14,14,22,5,0.311126,0.236203,0.996000,0.996000,0.996000,0.996000
1581,21,27,28,1,0.224524,0.168438,0.997000,0.997000,0.997000,0.995000
1582,20,14,14,3,0.027095,0.013477,-2.000000,-2.000000,0.993000,-2.000000
1583,30,31,23,4,0.160798,0.046686,0.994000,0.994000,-2.000000,-2.000000
1584,17,10,23,4,0.230583,0.039044,-2.000000,-1.001000,-2.000000,-2.000000
1585,10,12,13,5,0.255978,0.096723,0.994000,0.994000,0.995000,-2.000000
1586,14,22,17,3,0.460425,0.079064,0.998000,0.998000,0.998000,0.998000
1587,12,22,28,4,0.059420,0.197906,0.996000,0.996000,0.996000,-2.000000
1588,11,10,28,3,0.303440,0.084521,-2.000000,0.996000,0.996000,-2.000000
1589,31,30,28,1,0.320162,0.169797,-2.000000,0.984000,-2.000000,-2.000000
1590,19,26,10,5,0.455282,0.034967,1.000000,1.000000,1.000000,1.000000
1591,22,20,17,2,0.342597,0.102325,0.998000,0.998000,0.998000,0.998000
1592,22,30,11,5,0.496480,0.069040,-2.000000,-2.000000,0.990000,-2.000000
1593,26,24,14,1,0.274826,0.117665,0.994000,0.994000,0.994000,-2.000000
1594,29,22,12,2,0.321921,0.192680,-2.000000,-2.000000,0.992000,-2.000000
1595,17,31,11,2,0.232607,0.169393,-2.000000,0.989000,-2.000000,-2.000000
1596,12,15,16,4,0.260665,0.041791,1.000000,1.000000,1.000000,1.000000
1597,25,14,27,1,0.451637,0.013367,-2.000000,-1.001000,-2.000000,-2.000000
1598,21,21,16,5,0.066249,0.188182,0.998000,0.998000,0.998000,0.998000
1599,15,30,28,3,0.442663,0.179927,-2.000000,-2.000000,-2.000000,-2.000000
1600,10,13,16,3,0.011656,0.162088,0.991000,0.995000,0.995000,-2.000000
1601,16,17,18,4,0.477464,0.165365,-2.000000,-1.002000,-2.000000,-2.000000
1602,10,19,11,2,0.377536,0.118823,-2.000000,0.991000,0.993000,-2.000000
1603,13,15,30,4,0.396378,0.118154,0.999000,0.999000,0.999000,0.999000
1604,10,20,13,5,0.296541,0.217835,0.996000,0.996000,0.996000,-2.000000
1605,22,12,28,2,0.075377,0.210771,1.000000,1.000000,1.000000,1.000000
1606,26,20,28,1,0.404399,0.178532,-2.000000,-1.002000,-2.000000,-2.000000
1607,13,25,24,1,0.199279,0.078685,-2.000000,-1.003000,-2.000000,-2.000000
1608,13,21,24,1,0.245979,0.002948,-2.000000,-1.001000,-2.000000,-2.000000
1609,21,19,30,3,0.137543,0.116980,-2.000000,0.991000,-2.000000,-2.000000
1610,23,21,17,5,0.147971,0.218293,-2.000000,0.987000,-2.000000,-2.000000
1611,27,26,16,3,0.222690,0.032202,-2.000000,-2.000000,-2.000000,-2.000000
1612,17,28,21,4,0.056937,0.144819,-2.000000,-2.000000,-2.000000,-2.000000
1613,16,29,22,5,0.392597,0.061807,-2.000000,-2.000000,0.994000,-2.000000
1614,20,18,10,4,0.005070,0.066445,-2.000000,0.991000,0.991000,-2.000000
1615,23,10,10,2,0.385486,0.179019,-2.000000,-2.000000,-2.000000,-2.000000
1616,19,14,30,2,0.074401,0.095389,1.000000,1.000000,1.000000,1.000000
1617,12,21,13,5,0.488734,0.069629,0.992000,0.992000,0.992000,-2.000000
1618,29,18,17,4,0.309164,0.021355,0.996000,0.996000,0.996000,0.996000
1619,17,13,19,4,0.379916,0.094948,-2.000000,-2.000000,-2.000000,-2.000000
1620,14,11,21,1,0.199676,0.049231,0.995000,0.995000,0.995000,-2.000000
1621,27,17,31,5,0.178103,0.248664,-2.000000,-1.002000,-2.000000,-2.000000
1622,17,31,23,4,0.166742,0.174007,-2.000000,0.994000,0.992000,-2.000000
1623,28,31,17,2,0.300565,0.027954,-2.000000,0.986000,-2.000000,-2.000000
1624,10,15,12,1,0.031783,0.130251,-2.000000,0.995000,0.995000,-2.000000
1625,30,16,17,4,0.004373,0.124258,-2.000000,-2.000000,-2.000000,-2.000000
1626,15,25,23,1,0.469887,0.061980,-2.000000,0.991000,-2.000000,-2.000000
1627,29,26,26,3,0.371758,0.198047,0.985000,0.990000,-2.000000,-2.000000
1628,22,21,25,5,0.414534,0.033459,0.998000,0.996000,0.998000,0.998000
1629,20,26,15,2,0.167050,0.241333,0.994000,-2.000000,0.994000,-2.000000
1630,18,12,19,2,0.213413,0.113137,-2.000000,-2.000000,0.991000,-2.000000
1631,24,19,18,1,0.243017,0.125011,-2.000000,-1.001000,-2.000000,-2.000000
1632,13,17,8,3,0.283424,0.058184,-2.000000,-2.000000,-2.000000,-2.000000
1633,22,19,25,2,0.420633,0.005016,0.994000,0.992000,0.994000,-2.000000
1634,27,23,17,5,0.199930,0.063290,0.997000,0.997000,0.997000,0.997000
1635,20,24,29,2,0.351382,0.141388,-2.000000,-1.001000,-2.000000,-2.000000
1636,24,31,13,3,0.175426,0.121921,0.997000,0.997000,0.997000,0.997000
1637,31,25,11,4,0.438441,0.100584,-2.000000,0.981000,-2.000000,-2.000000
1638,22,11,10,3,0.353712,0.072563,0.996000,0.994000,0.996000,0.996000
1639,26,10,9,4,0.120084,0.061192,0.997000,0.997000,0.997000,0.997000
1640,10,14,13,1,0.088576,0.151154,-2.000000,-1.000000,-2.000000,-2.000000
1641,16,14,8,3,0.174736,0.191884,-2.000000,-2.000000,0.992000,-2.000000
1642,11,16,23,5,0.279702,0.158542,1.000000,1.000000,1.000000,1.000000
1643,10,27,12,1,0.490277,0.124432,-2.000000,-2.000000,-2.000000,-2.000000
1644,26,29,13,3,0.433705,0.105503,-2.000000,-2.000000,-2.000000,-2.000000
1645,28,28,25,1,0.136954,0.116294,0.994000,0.994000,0.994000,-2.000000
1646,21,17,30,4,0.111281,0.122898,0.992000,0.994000,0.994000,-2.000000
1647,10,23,13,1,0.163868,0.119417,-2.000000,-1.002000,-2.000000,-2.000000
1648,27,25,8,5,0.188276,0.067612,0.999000,0.999000,0.999000,0.999000
1649,24,14,28,2,0.461049,0.116336,-2.000000,0.996000,0.996000,-2.000000
1650,12,15,9,5,0.020715,0.067791,1.000000,1.000000,1.000000,1.000000
1651,27,29,21,3,0.096732,0.065738,-2.000000,0.995000,0.995000,-2.000000
1652,15,28,21,3,0.148386,0.209117,0.999000,0.999000,0.999000,0.999000
1653,27,30,15,1,0.210872,0.216912,-2.000000,-1.001000,-2.000000,-2.000000
1654,24,15,9,1,0.155346,0.129027,-2.000000,0.991000,0.991000,-2.000000
1655,25,26,27,2,0.088339,0.185207,0.996000,0.994000,0.996000,-2.000000
1656,26,22,12,4,0.255390,0.246456,-2.000000,0.994000,0.994000,-2.000000
1657,13,10,19,4,0.115176,0.044736,-2.000000,0.996000,0.996000,-2.000000
1658,15,10,17,2,0.376856,0.002709,0.993000,0.993000,-2.000000,-2.000000
1659,29,18,18,5,0.203027,0.238230,0.996000,0.995000,0.996000,-2.000000
1660,11,19,8,5,0.424510,0.051407,0.999000,0.999000,0.999000,0.999000
1661,24,22,20,5,0.112576,0.045688,0.999000,0.999000,0.999000,0.999000
1662,23,18,28,4,0.243777,0.196258,0.994000,0.992000,0.996000,0.996000
1663,30,24,22,3,0.024998,0.233139,-2.000000,0.994000,0.996000,-2.000000
1664,23,31,12,2,0.260116,0.205294,-2.000000,-1.000000,-2.000000,-2.000000
1665,26,14,12,5,0.423140,0.227602,0.995000,0.995000,0.995000,-2.000000
1666,15,13,19,5,0.221864,0.159212,-2.000000,-1.000000,-2.000000,-2.000000
1667,19,17,30,4,0.473344,0.131366,0.998000,0.998000,0.998000,0.998000
1668,26,16,12,2,0.017150,0.021045,-2.000000,-2.000000,-2.000000,-2.000000
1669,31,19,24,1,0.133978,0.058250,0.997000,0.997000,0.997000,-2.000000
1670,14,30,22,2,0.343679,0.043920,-2.000000,0.995000,0.993000,-2.000000
1671,25,25,25,3,0.178550,0.197351,-2.000000,0.989000,-2.000000,-2.000000
1672,28,16,24,3,0.489001,0.143860,0.996000,0.996000,0.996000,0.994000
1673,11,20,31,5,0.203184,0.136504,1.000000,1.000000,1.000000,1.000000
1674,29,18,18,3,0.395897,0.160571,0.990000,0.994000,0.994000,-2.000000
1675,24,29,23,3,0.358387,0.021491,-2.000000,-1.000000,-2.000000,-2.000000
1676,13,21,10,3,0.354298,0.199455,-2.000000,-2.000000,0.994000,-2.000000
1677,16,23,17,1,0.183135,0.008669,-2.000000,-1.003000,-2.000000,-2.000000
1678,31,16,29,5,0.094899,0.238071,-2.000000,-1.002000,-2.000000,-2.000000
1679,10,24,17,2,0.436317,0.193853,0.995000,0.995000,0.995000,-2.000000
1680,26,26,22,1,0.131961,0.101359,-2.000000,-1.004000,-2.000000,-2.000000
1681,24,26,20,5,0.185162,0.174871,-2.000000,-2.000000,-2.000000,-2.000000
1682,25,20,24,2,0.408429,0.193080,-2.000000,0.992000,0.995000,-2.000000
1683,19,24,8,1,0.194782,0.055764,-2.000000,-1.006000,-2.000000,-2.000000
1684,30,23,16,3,0.330967,0.115197,-2.000000,-2.000000,-2.000000,-2.000000
1685,12,18,10,3,0.100518,0.166575,1.000000,1.000000,1.000000,1.000000
1686,21,15,8,2,0.028186,0.016492,0.995000,0.995000,0.995000,-2.000000
1687,13,21,20,1,0.263765,0.123806,-2.000000,-1.000000,-2.000000,-2.000000
1688,31,17,13,2,0.472377,0.203210,-2.000000,-2.000000,-2.000000,-2.000000
1689,31,15,23,1,0.207308,0.220892,-2.000000,0.987000,-2.000000,-2.000000
1690,15,25,10,4,0.416017,0.119478,-2.000000,-2.000000,-2.000000,-2.000000
1691,12,26,8,1,0.062029,0.105830,-2.000000,-2.000000,-2.000000,-2.000000
1692,27,17,21,5,0.001750,0.118456,0.997000,0.997000,0.997000,-2.000000
1693,26,10,16,4,0.429736,0.007447,0.994000,0.995000,0.995000,-2.000000
1694,20,21,10,2,0.457376,0.133059,-2.000000,-2.000000,0.993000,-2.000000
1695,31,21,24,3,0.226479,0.040126,-2.000000,0.990000,-2.000000,-2.000000
1696,31,14,22,2,0.327665,0.007395,-2.000000,-1.001000,-2.000000,-2.000000
1697,14,28,18,1,0.135656,0.112427,-2.000000,-1.000000,-2.000000,-2.000000
1698,22,31,11,4,0.269241,0.201462,-2.000000,-2.000000,-2.000000,-2.000000
1699,26,31,21,5,0.173477,0.196048,-2.000000,-2.000000,-2.000000,-2.000000
1700,30,12,23,3,0.327265,0.223651,0.998000,0.998000,0.998000,0.997000
1701,15,23,12,4,0.175135,0.161452,0.995000,0.995000,0.995000,-2.000000
1702,22,27,28,1,0.109374,0.148697,-2.000000,-1.002000,-2.000000,-2.000000
1703,23,30,20,5,0.041311,0.236994,0.992000,0.990000,-2.000000,-2.000000
1704,12,12,8,5,0.437483,0.244373,1.000000,1.000000,1.000000,1.000000
1705,20,12,13,1,0.017013,0.130336,-2.000000,0.992000,0.996000,0.996000
1706,30,10,17,3,0.339280,0.133539,-2.000000,0.987000,-2.000000,-2.000000
1707,16,30,9,2,0.397732,0.243149,0.994000,-2.000000,0.994000,-2.000000
1708,29,19,24,5,0.096271,0.007136,-2.000000,-1.002000,-2.000000,-2.000000
1709,23,16,16,4,0.495581,0.123166,0.997000,0.997000,0.997000,0.997000
1710,22,14,10,3,0.385918,0.173991,0.997000,0.995000,0.997000,0.997000
1711,22,20,31,4,0.399096,0.082902,-2.000000,-1.000000,-2.000000,-2.000000
1712,15,11,10,4,0.203885,0.129040,0.995000,0.995000,0.995000,0.995000
1713,22,30,19,3,0.427057,0.096643,0.996000,0.996000,0.996000,-2.000000
1714,30,16,29,2,0.241111,0.042611,-2.000000,-1.000000,-2.000000,-2.000000
1715,11,23,29,1,0.310843,0.003044,-2.000000,-1.002000,-2.000000,-2.000000
1716,24,27,9,2,0.075958,0.041134,-2.000000,-2.000000,-2.000000,-2.000000
1717,11,30,30,3,0.391562,0.033905,-2.000000,0.993000,0.997000,-2.000000
1718,20,11,8,3,0.495910,0.021140,-2.000000,0.992000,-2.000000,-2.000000
1719,20,10,13,3,0.398915,0.247113,1.000000,1.000000,1.000000,1.000000
1720,23,10,18,3,0.297551,0.090457,-2.000000,0.989000,-2.000000,0.993000
1721,27,20,14,4,0.391277,0.141041,0.984000,-2.000000,-2.000000,0.992000
1722,12,13,26,1,0.320007,0.231956,-2.000000,-1.000000,-2.000000,-2.000000
1723,18,23,10,5,0.098668,0.175796,-2.000000,0.993000,0.993000,-2.000000
1724,31,21,22,2,0.333588,0.199301,-2.000000,-2.000000,-2.000000,-2.000000
1725,16,23,26,3,0.079572,0.244725,0.993000,0.993000,-2.000000,-2.000000
1726,19,29,26,2,0.313643,0.115749,-2.000000,0.992000,-2.000000,-2.000000
1727,21,14,25,3,0.180472,0.126273,-2.000000,-1.001000,-2.000000,-2.000000
1728,19,11,16,3,0.104563,0.199870,0.997000,0.995000,0.997000,-2.000000
1729,31,16,28,2,0.470698,0.161289,0.997000,-2.000000,0.997000,0.997000
1730,15,31,8,3,0.122741,0.092125,0.997000,0.997000,0.997000,0.997000
1731,15,20,10,3,0.375493,0.208111,-2.000000,-2.000000,-2.000000,-2.000000
1732,12,31,21,4,0.042854,0.062387,0.995000,0.993000,0.995000,-2.000000
1733,27,19,18,3,0.008801,0.030700,0.997000,-2.000000,0.997000,0.995000
1734,20,31,20,4,0.228492,0.196989,0.997000,0.995000,0.997000,0.997000
1735,19,26,15,2,0.112523,0.111734,0.997000,0.997000,0.997000,0.997000
1736,24,10,25,5,0.203788,0.244878,0.999000,0.999000,0.999000,0.999000
1737,15,22,27,2,0.235483,0.200027,-2.000000,0.994000,0.994000,-2.000000
1738,17,23,27,4,0.227403,0.243035,-2.000000,0.988000,-2.000000,-2.000000
1739,12,27,17,3,0.387429,0.074282,-2.000000,-2.000000,0.987000,-2.000000
1740,26,28,21,2,0.173491,0.222332,-2.000000,-2.000000,-2.000000,-2.000000
1741,18,26,29,4,0.387783,0.040232,-2.000000,-1.004000,-2.000000,-2.000000
1742,15,20,27,5,0.153175,0.047154,-2.000000,0.991000,-2.000000,-2.000000
1743,10,26,16,4,0.083398,0.150677,-2.000000,-1.001000,-2.000000,-2.000000
1744,21,23,25,3,0.091205,0.136115,0.997000,0.997000,0.997000,0.997000
1745,11,13,30,2,0.313849,0.038884,-2.000000,-1.000000,-2.000000,-2.000000
1746,13,11,25,5,0.041085,0.215027,0.999000,0.999000,0.999000,0.999000
1747,12,18,11,2,0.471550,0.151650,-2.000000,-1.001000,-2.000000,-2.000000
1748,12,23,31,5,0.138112,0.181813,0.994000,0.995000,-2.000000,-2.000000
1749,14,16,31,3,0.232672,0.188740,0.998000,0.998000,0.998000,0.998000
1750,20,10,8,2,0.157050,0.102714,1.000000,1.000000,1.000000,1.000000
1751,19,28,28,3,0.428923,0.089054,0.998000,0.994000,0.998000,0.998000
1752,15,10,17,2,0.106492,0.193700,0.997000,0.997000,0.997000,-2.000000
1753,25,20,27,3,0.404504,0.014999,-2.000000,0.991000,-2.000000,-2.000000
1754,27,15,18,2,0.411811,0.039830,1.000000,1.000000,1.000000,1.000000
1755,10,22,19,1,0.408462,0.146685,0.995000,0.995000,0.995000,-2.000000
1756,28,16,20,1,0.081015,0.084562,-2.000000,-2.000000,-2.000000,-2.000000
1757,23,30,12,3,0.345540,0.054398,-2.000000,-2.000000,-2.000000,-2.000000
1758,21,17,9,3,0.398576,0.103252,0.996000,-2.000000,0.996000,0.996000
1759,25,11,17,4,0.251061,0.001165,-2.000000,0.984000,-2.000000,-2.000000
1760,15,18,20,4,0.489128,0.088166,0.997000,0.997000,0.997000,-2.000000
1761,10,29,8,5,0.146217,0.056845,0.993000,0.991000,0.995000,0.995000
1762,17,29,15,3,0.451626,0.181601,-2.000000,-2.000000,0.992000,-2.000000
1763,11,23,16,5,0.089897,0.170580,-2.000000,0.995000,0.995000,-2.000000
1764,10,31,18,1,0.062552,0.188405,-2.000000,0.992000,0.992000,-2.000000
1765,25,15,20,2,0.090381,0.173357,-2.000000,0.984000,-2.000000,-2.000000
1766,13,11,13,2,0.218463,0.206539,-2.000000,0.991000,-2.000000,-2.000000
1767,25,19,12,4,0.393555,0.007893,-2.000000,-2.000000,-2.000000,-2.000000
1768,20,11,8,1,0.401416,0.215950,-2.000000,0.985000,-2.000000,-2.000000
1769,28,28,29,2,0.119429,0.143496,-2.000000,-2.000000,-2.000000,-2.000000
1770,23,12,31,5,0.395218,0.202399,-2.000000,0.995000,0.995000,-2.000000
1771,25,16,23,5,0.387395,0.063612,-2.000000,-2.000000,0.993000,-2.000000
1772,25,14,19,1,0.208851,0.006326,-2.000000,-1.002000,-2.000000,-2.000000
1773,20,22,15,3,0.453383,0.184382,-2.000000,-2.000000,-2.000000,-2.000000
1774,18,15,25,4,0.486117,0.017589,-2.000000,-1.001000,-2.000000,-2.000000
1775,23,28,15,1,0.074412,0.216986,-2.000000,-2.000000,-2.000000,-2.000000
1776,24,19,16,4,0.141592,0.157693,-2.000000,0.983000,-2.000000,-2.000000
1777,28,23,9,5,0.078196,0.237658,0.998000,0.998000,0.998000,0.998000
1778,23,12,8,1,0.284212,0.166139,-2.000000,-1.002000,-2.000000,-2.000000
1779,28,24,9,5,0.416797,0.207271,0.998000,0.998000,0.998000,0.997000
1780,23,27,8,5,0.133891,0.235002,-2.000000,-2.000000,-2.000000,-2.000000
1781,23,29,31,5,0.261939,0.010856,-2.000000,0.991000,-2.000000,-2.000000
1782,15,28,22,3,0.077681,0.054927,0.991000,0.989000,-2.000000,-2.000000
1783,13,14,23,5,0.341735,0.112200,-2.000000,-1.000000,-2.000000,-2.000000
1784,11,22,31,2,0.029079,0.152991,0.998000,0.998000,0.998000,0.998000
1785,19,13,25,3,0.046099,0.127895,0.996000,-2.000000,0.998000,0.998000
1786,29,26,9,2,0.406864,0.238487,0.997000,0.995000,0.997000,0.997000
1787,13,11,26,2,0.497191,0.211712,-2.000000,-2.000000,-2.000000,-2.000000
1788,18,22,15,3,0.343636,0.156222,-2.000000,0.993000,-2.000000,-2.000000
1789,17,17,22,2,0.411248,0.138922,-2.000000,-1.004000,-2.000000,-2.000000
1790,14,19,16,1,0.068978,0.075153,0.999000,0.999000,0.999000,0.999000
1791,15,14,16,3,0.499590,0.185706,-2.000000,0.994000,-2.000000,-2.000000
1792,12,10,27,1,0.129351,0.217487,-2.000000,-1.000000,-2.000000,-2.000000
1793,25,11,14,4,0.331495,0.052198,0.996000,-2.000000,0.996000,-2.000000
1794,11,15,11,4,0.323279,0.024788,0.992000,0.992000,-2.000000,-2.000000
1795,31,17,20,4,0.475630,0.123571,1.000000,1.000000,1.000000,1.000000
1796,15,30,19,3,0.305236,0.013528,0.994000,0.992000,0.994000,-2.000000
1797,28,14,21,3,0.475445,0.067957,0.999000,0.999000,0.999000,0.999000
1798,11,25,19,4,0.006862,0.190866,0.999000,0.999000,0.999000,0.999000
1799,12,31,10,1,0.323764,0.016463,-2.000000,-2.000000,-2.000000,-2.000000
1800,15,19,17,3,0.087133,0.160493,0.998000,0.998000,0.998000,0.998000
1801,22,24,17,5,0.474101,0.106170,-2.000000,-2.000000,0.986000,-2.000000
1802,16,17,19,5,0.259217,0.172509,0.995000,0.995000,0.995000,-2.000000
1803,19,25,20,4,0.224941,0.246740,-2.000000,0.995000,-2.000000,-2.000000
1804,20,13,29,3,0.463545,0.231082,-2.000000,0.994000,-2.000000,-2.000000
1805,28,31,21,4,0.357125,0.038848,-2.000000,-2.000000,-2.000000,-2.000000
1806,22,30,24,1,0.023496,0.072967,1.000000,1.000000,1.000000,1.000000
1807,21,13,10,2,0.182255,0.042912,0.994000,0.992000,0.994000,-2.000000
1808,23,29,26,3,0.209146,0.174545,-2.000000,-1.000000,-2.000000,-2.000000
1809,17,16,28,5,0.073781,0.078415,0.998000,0.998000,0.998000,0.998000
1810,28,16,14,1,0.254063,0.020351,-2.000000,-1.002000,-2.000000,-2.000000
1811,17,26,9,1,0.111834,0.091094,-2.000000,0.985000,-2.000000,-2.000000
1812,25,11,30,3,0.413487,0.034965,-2.000000,-1.001000,-2.000000,-2.000000
1813,30,21,29,2,0.190975,0.156721,-2.000000,0.994000,-2.000000,-2.000000
1814,18,16,31,3,0.301032,0.044944,0.995000,0.995000,0.995000,-2.000000
1815,26,27,25,4,0.208129,0.164178,-2.000000,-2.000000,-2.000000,-2.000000
1816,11,14,28,1,0.326733,0.204484,-2.000000,-1.000000,-2.000000,-2.000000
1817,11,25,19,4,0.329276,0.213781,-2.000000,0.994000,0.990000,-2.000000
1818,25,25,29,2,0.143904,0.091102,-2.000000,-2.000000,-2.000000,-2.000000
1819,31,22,28,2,0.334985,0.205840,-2.000000,-2.000000,-2.000000,-2.000000
1820,25,30,23,5,0.280740,0.039645,0.998000,-2.000000,0.998000,0.998000
1821,13,16,26,1,0.345309,0.105547,0.994000,-2.000000,-2.000000,-2.000000
1822,22,31,30,5,0.422111,0.197779,0.998000,0.998000,0.998000,0.998000
1823,18,29,14,2,0.077059,0.121462,0.999000,0.999000,0.999000,0.999000
1824,25,14,8,3,0.498208,0.077616,0.998000,0.998000,0.998000,0.998000
1825,13,24,14,1,0.310512,0.090036,0.992000,-2.000000,0.992000,-2.000000
1826,29,22,11,5,0.177566,0.103407,-2.000000,-2.000000,-2.000000,-2.000000
1827,15,25,20,2,0.397801,0.214925,-2.000000,-2.000000,-2.000000,-2.000000
1828,28,28,14,5,0.243300,0.017062,-2.000000,-2.000000,-2.000000,-2.000000
1829,31,17,20,1,0.314326,0.115453,-2.000000,0.973000,-2.000000,-2.000000
1830,12,16,26,2,0.403998,0.011766,0.996000,-2.000000,0.996000,0.996000
1831,14,14,13,4,0.480516,0.101764,0.999000,0.999000,0.999000,0.999000
1832,27,10,24,1,0.128419,0.115306,-2.000000,0.990000,-2.000000,-2.000000
1833,19,24,19,5,0.210021,0.156549,0.999000,0.999000,0.999000,0.999000
1834,29,29,15,5,0.282328,0.107514,-2.000000,0.993000,0.993000,-2.000000
1835,29,18,11,2,0.211631,0.065739,-2.000000,0.990000,-2.000000,-2.000000
1836,31,14,26,4,0.227121,0.035765,-2.000000,-2.000000,-2.000000,-2.000000
1837,28,20,20,4,0.140587,0.083191,-2.000000,-2.000000,-2.000000,-2.000000
1838,29,17,9,4,0.066123,0.096257,-2.000000,0.990000,-2.000000,-2.000000
1839,22,27,11,2,0.159396,0.005689,-2.000000,-2.000000,-2.000000,-2.000000
1840,12,24,30,2,0.473620,0.224777,0.996000,0.996000,0.996000,-2.000000
1841,28,21,17,1,0.020620,0.054414,-2.000000,-2.000000,-2.000000,-2.000000
1842,11,16,9,4,0.051263,0.118781,-2.000000,0.994000,0.994000,0.992000
1843,20,19,22,1,0.286961,0.039718,0.998000,0.998000,0.998000,0.998000
1844,21,28,19,2,0.466680,0.159295,0.995000,0.995000,0.995000,-2.000000
1845,17,29,20,3,0.389227,0.138916,-2.000000,-1.003000,-2.000000,-2.000000
1846,19,13,30,2,0.375830,0.103800,-2.000000,-1.003000,-2.000000,-2.000000
1847,13,18,18,4,0.465599,0.049998,0.998000,0.998000,0.998000,0.998000
1848,30,13,27,1,0.019852,0.236464,-2.000000,-1.000000,-2.000000,-2.000000
1849,11,10,30,2,0.415532,0.138658,-2.000000,-1.000000,-2.000000,-2.000000
1850,26,12,16,1,0.482068,0.205953,-2.000000,-1.003000,-2.000000,-2.000000
1851,21,25,29,2,0.170763,0.159634,0.993000,0.987000,0.993000,-2.000000
1852,29,11,26,3,0.059681,0.183446,1.000000,1.000000,1.000000,1.000000
1853,17,23,8,5,0.167818,0.043836,-2.000000,-2.000000,-2.000000,-2.000000
1854,28,30,13,2,0.498509,0.197369,-2.000000,-2.000000,-2.000000,-2.000000
1855,11,11,24,2,0.274565,0.183374,-2.000000,-2.000000,-2.000000,-2.000000
1856,31,10,8,3,0.490845,0.238972,1.000000,1.000000,1.000000,1.000000
1857,14,18,18,2,0.263671,0.134366,-2.000000,-1.001000,-2.000000,-2.000000
1858,11,29,22,3,0.147982,0.088188,-2.000000,-2.000000,-2.000000,-2.000000
1859,31,20,24,5,0.403357,0.175898,0.994000,-2.000000,0.994000,-2.000000
1860,25,23,15,3,0.222817,0.145440,0.999000,0.999000,0.999000,0.999000
1861,11,28,14,1,0.419838,0.159856,-2.000000,-1.002000,-2.000000,-2.000000
1862,12,27,27,1,0.484924,0.142557,0.997000,0.997000,0.997000,-2.000000
1863,11,29,9,4,0.154424,0.036064,0.996000,-2.000000,0.996000,0.996000
1864,15,31,23,4,0.016149,0.066892,0.991000,0.993000,0.993000,-2.000000
1865,31,31,23,1,0.000629,0.110038,-2.000000,-1.002000,-2.000000,-2.000000
1866,11,25,23,5,0.366073,0.041786,-2.000000,0.988000,-2.000000,-2.000000
1867,22,10,21,3,0.037907,0.017860,0.994000,-2.000000,0.994000,-2.000000
1868,12,31,24,4,0.067941,0.022628,0.999000,0.999000,0.999000,0.999000
1869,16,25,31,4,0.181906,0.076272,0.998000,0.995000,0.998000,0.998000
1870,14,31,12,1,0.409117,0.115812,0.996000,0.996000,0.996000,-2.000000
1871,30,29,29,3,0.160982,0.220443,0.996000,0.996000,0.996000,0.996000
1872,16,11,24,4,0.316430,0.247735,0.992000,0.993000,-2.000000,-2.000000
1873,24,10,16,4,0.273793,0.232256,0.992000,0.992000,-2.000000,-2.000000
1874,29,30,31,2,0.152896,0.040819,-2.000000,-1.001000,-2.000000,-2.000000
1875,28,29,14,3,0.402572,0.114106,-2.000000,-2.000000,-2.000000,-2.000000
1876,26,21,11,3,0.088098,0.121371,0.997000,0.997000,0.997000,0.997000
1877,30,15,16,4,0.133698,0.139084,-2.000000,0.994000,0.994000,-2.000000
1878,20,10,10,3,0.180164,0.097923,0.996000,0.996000,0.996000,0.996000
1879,13,25,8,1,0.118423,0.164854,-2.000000,-2.000000,0.994000,-2.000000
1880,18,29,10,5,0.362709,0.187648,-2.000000,-2.000000,-2.000000,-2.000000
1881,24,11,12,4,0.389653,0.129661,-2.000000,-2.000000,-2.000000,-2.000000
1882,26,24,17,3,0.244613,0.039269,-2.000000,-2.000000,-2.000000,-2.000000
1883,28,14,17,3,0.358846,0.140947,-2.000000,-2.000000,-2.000000,-2.000000
1884,30,28,27,3,0.226104,0.211339,-2.000000,-1.002000,-2.000000,-2.000000
1885,30,25,28,1,0.366201,0.221722,-2.000000,-1.000000,-2.000000,-2.000000
1886,11,25,19,4,0.133929,0.172159,-2.000000,0.990000,-2.000000,-2.000000
1887,27,26,23,3,0.006632,0.084740,-2.000000,0.992000,-2.000000,-2.000000
1888,10,30,23,1,0.123037,0.070620,-2.000000,-2.000000,-2.000000,-2.000000
1889,14,20,27,1,0.077898,0.083580,-2.000000,-1.000000,-2.000000,-2.000000
1890,13,30,21,3,0.213826,0.003583,0.997000,0.997000,0.997000,-2.000000
1891,15,16,21,2,0.136887,0.160014,-2.000000,-2.000000,-2.000000,-2.000000
